62,69,70,80,70,67-1,73-1,74,70,62,76,6,9,9,14,13,38,59-1,22,68,56,63,23,64,63,69,19,70,39,50,65,10
82+10,52,83+6,82+2,66,62,66,64+2,65+1,60,55+21,8,9,10,15,10,51,79+2,48,62+2,61,62,37,63,62,63+1,46,41,77+3,57-10,65,10
49,84,46,40,55,74,30,48,55,16,35,10,14,6,15,10,76,80,84,44,61,28,84,55,28,60,80,30,53,87,18,1
70,77,74,75,66,63,64,64,63,49,42,12,13,14,14,8,47,76,63,58,65,63,61,65,63,58,58,46,75,56,58,4
54,39,47,45,68,53,54,50,65,65,42,10,7,12,10,14,47,38,18,46,46,54,21,49,54,70,30,51,55,45,55,11
67,67,59,75,60,42,52,43,59,35,46,12,8,12,14,11,55,63,51,44,68,54,48,69,54,69,57,45,67,57,55,1
84,57,81,71,63,40,63,59,66,59,57,10,7,10,10,11,52,53,39,63,54,58,29,60,58,62,32,46,82,39,57,10
75,70,88,87,67,70,67,42,69,41,46,14,12,11,7,13,52,84,71,45,55,61,65,66,61,66,70,48,81,49,55,5
41,59,68,49,68,60,61,52,57,66,50,14,13,13,16,13,62,55,55,54,55,50,58,62,50,62,59,52,48,81,54,10
75,84,78,65,63,62,68,58,63,43,59,7,13,11,8,6,65,81,66,55,67,64,64,65,64,66,62,23,69,77,62,5
52,73,67,60,77,71,51,59,61,78,49,11,6,9,14,13,78,75,33,63,46,82,17,67,82,75,24,73,61,78,68,13
66,25,68,59,43,54,32,35,46,58,32,14,10,14,7,14,51,69,15,51,33,57,18,40,57,43,10,39,71,48,41,13
78,40,76,65,65,48,57,40,63,59,28,7,12,10,14,15,70,70,41,47,56,60,53,70,60,58,60,40,75,76,55,11
48,82,55,54,53,66,47,30,36,20,34,14,15,6,16,9,74,75,68,36,65,19,78,67,19,52,72,14,57,84,34,1
82,74,82,78,64,70,66,59,60,22,40,9,12,11,12,14,60,79,72,39,60,42,70,63,42,47,74,38,77,65,38,9
73,30,58,73,59,57,33,41,51,63,29,13,16,13,15,13,53,64,12,63,29,48,15,49,48,62,12,42,69,52,47,13
61,88,44,41,54,74,55,38,49,31,39,9,12,7,13,9,75,57,71,44,62,34,75,61,34,55,71,44,67,89,43,2
75,56,88,80,69,66,66,64,69,41,58,14,12,11,12,12,56,75,82,67,60,53,60,65,53,67,66,41,76,53,48,5
68,30,57,75,51,51,33,41,54,56,33,6,12,8,8,11,52,57,20,50,31,51,18,46,51,52,15,38,66,49,43,13
82,56,82,93,68,71,63,68,72,70,55,13,11,7,14,14,71,77,38,56,51,73,30,57,73,63,35,54,81,38,57,10
80,74,72,68,68,66,75,71,69,33,55,6,9,11,11,13,55,71,67,56,68,58,71,66,58,70,72,39,78,73,48,6
72,81,74,75,68,73,67,68,67,48,66,13,15,12,11,6,58,75,69,66,64,66,69,67,66,73,70,56,71,62,66,10
77,68,87,90,63,56,55,52,64,53,47,11,15,14,12,7,51,75,49,54,56,53,43,60,53,66,47,57,74,50,54,4
72,70,72,69,81,70,57,65,80,66,36,14,7,7,11,15,69,69,30,63,52,68,22,74,68,71,30,65,73,79,71,7
73,65,69,73,69,60,49,40,65,27,32,12,13,14,9,8,50,55,68,32,45,48,59,63,48,35,65,30,72,66,45,9
63,51,74,75,51,48,44,35,53,27,38,12,6,12,7,8,47,76,46,32,43,35,42,55,35,40,48,26,60,56,44,2
54,57,47,38,44,56,26,29,40,15,27,9,13,13,9,13,63,70,57,23,39,25,53,48,25,35,58,27,58,85,47,1
69,62,59,59,60,59,55,44,52,43,55,8,14,6,9,6,60,62,57,53,59,61,58,60,61,60,58,43,61,59,59,10
75,57,63,48,58,54,54,49,56,53,37,9,14,6,12,11,70,80,57,54,51,58,58,57,58,73,46,53,79,74,45,9
55,55,43,54,70,66,50,33,55,36,36,11,15,8,16,7,63,78,75,35,70,26,72,76,26,55,75,37,52,81,34,1
69,62,58,55,58,59,64,64,62,59,44,14,13,10,15,15,62,50,58,61,62,60,58,64,60,67,54,54,75,77,61,9
75,63,73,79,64,65,64,59,66,54,62,8,15,7,5,12,63,57,46,68,59,64,63,66,64,74,59,44,74,59,64,4
81,59,90,76,68,61,61,61,68,58,58,11,15,14,14,14,51,80,37,52,44,59,14,57,59,60,15,55,79,61,61,6
61,71,63,72,64,65,57,67,58,64,70,11,10,8,12,8,57,76,64,69,66,66,61,70,66,68,57,31,75,60,67,2
69,92,66,55,55,70,54,43,38,36,52,10,8,7,11,14,77,89,57,35,62,48,63,58,48,71,67,50,68,72,41,1
52,52,75,66,75,77,73,59,74,53,49,14,16,12,6,12,63,68,76,54,72,65,72,75,65,69,67,53,67,69,72,2
67,56,51,77,54,50,31,33,35,29,34,13,8,5,14,7,59,73,63,36,34,25,60,37,25,42,63,28,65,56,33,1
38,74,47,55,79,70,47,31,70,69,44,10,16,6,10,8,82,77,83,78,82,70,72,83,70,71,74,70,47,79,77,4
86,72,88,82,75,73,69,64,76,60,50,15,14,5,9,13,70,90,74,74,69,74,68,76,74,76,72,72,78,66,70,2
63,57,58,55,70,64,66,51,65,61,53,13,7,7,7,12,70,78,66,66,59,61,72,64,61,69,69,53,64,73,59,5
57,44,64,69,55,56,46,48,54,41,46,5,5,8,10,15,46,58,29,34,54,47,38,59,47,49,53,47,58,61,49,4
78,62,79,78,72,68,77,65,75,21,21,11,15,7,9,13,55,67,68,42,58,58,66,66,58,53,72,33,91,65,51,5
71,70,81,81,70,75,72,54,69,59,68,9,8,10,16,15,47,76,69,66,71,69,68,71,69,75,51,72,67,70,72,2
64,83,76,74,72,65,64,56,66,57,59,11,9,6,16,10,68,75,72,66,68,62,58,71,62,70,69,61,65,75,65,2
49,78,54,36,80,73,53,66,67,72,70,14,8,11,6,15,81,74,85,64,82,82,85,81,82,85,75,66,51,88,74,0
52,38,67,65,73,56,44,51,68,46,51,4,5,4,3,3,48,53,40,49,69,40,45,73,40,58,47,47,51,68,58,4
85,51,80,66,65,58,65,48,73,63,70,7,5,5,15,10,42,44,39,61,46,51,54,62,51,62,55,63,82,56,46,9
66,78,59,66,58,62,54,61,52,45,67,16,13,11,8,11,48,34,64,66,61,51,58,63,51,88,58,55,35,71,59,2
75,38,73,72,69,70,65,67,73,54,70,12,7,10,11,7,45,41,26,62,66,60,24,71,60,56,28,53,74,58,68,4
56,41,63,61,43,51,39,41,51,14,25,8,7,10,6,8,46,31,51,21,51,14,43,57,14,27,52,34,55,60,24,5
85,67,84,74,76,74,63,66,78,66,52,7,12,10,15,12,56,52,58,65,72,75,44,77,75,66,46,65,83,64,69,4
34,52,38,37,26,56,24,21,25,12,25,12,15,10,14,11,57,73,58,29,32,22,54,38,22,52,59,30,55,68,29,1
80,74,68,60,62,63,61,43,59,52,37,10,12,13,10,12,54,73,70,42,58,58,60,64,58,50,62,43,84,70,45,9
96,55,91,90,83,73,76,79,85,71,78,13,5,15,9,12,51,61,32,84,71,77,28,78,77,86,30,73,88,63,78,10
74,47,61,78,58,52,68,34,40,45,33,8,8,10,14,14,45,55,57,57,55,40,56,57,40,57,58,25,71,56,36,12
69,87,74,60,68,68,66,73,62,46,62,5,5,5,5,5,51,35,69,64,70,65,54,67,65,54,67,56,65,70,72,5
57,62,57,69,61,61,45,31,53,26,26,10,15,12,10,9,68,81,70,38,62,39,68,65,39,52,70,33,52,77,45,1
66,76,47,53,62,61,62,54,52,41,54,11,17,8,19,9,62,61,66,56,53,48,68,65,48,71,63,47,61,81,52,9
50,73,51,53,58,69,45,33,50,29,31,11,14,8,6,9,78,74,74,29,60,45,76,63,45,40,80,28,52,76,50,9
65,75,60,65,67,70,64,69,65,58,68,12,8,14,8,9,64,71,65,63,68,60,65,68,60,65,65,51,60,78,68,4
70,67,58,50,60,65,62,63,57,38,44,7,9,8,7,8,47,88,70,71,55,47,66,64,47,72,66,58,70,86,42,4
75,58,77,73,73,73,62,65,71,54,60,8,10,11,14,13,45,54,58,62,75,62,51,79,62,63,53,50,70,65,76,0
73,58,74,66,65,62,58,36,72,57,56,8,10,10,13,7,63,64,75,55,66,50,68,64,50,61,69,29,76,65,59,5
77,43,83,78,75,62,66,73,75,67,72,6,12,10,7,10,68,65,36,74,57,60,26,66,60,70,28,66,75,58,67,6
76,81,76,70,64,65,66,64,62,61,70,14,9,16,12,16,49,71,50,58,64,62,67,66,62,70,71,69,77,65,66,4
70,75,78,82,68,63,61,60,72,60,61,9,12,13,12,10,59,75,60,66,66,55,62,69,55,70,59,63,69,70,60,6
77,45,66,77,63,68,46,45,62,66,41,15,12,13,14,11,76,78,30,51,34,69,11,56,69,61,45,56,68,67,33,13
73,64,50,51,63,51,58,62,59,66,45,10,9,10,13,8,68,48,41,53,54,62,47,56,62,69,46,61,78,83,48,13
58,69,47,42,52,70,36,37,35,21,38,13,5,15,6,8,70,78,70,49,40,24,67,53,24,58,67,41,68,72,47,1
61,55,66,67,68,57,69,56,54,39,48,12,11,13,11,14,67,60,60,40,56,46,69,70,46,38,66,37,56,52,43,12
78,70,75,66,77,73,71,78,77,63,66,15,9,15,7,14,72,63,74,79,61,74,68,74,74,80,66,57,79,77,72,6
63,43,62,71,68,57,63,71,64,44,62,12,12,11,15,8,42,46,29,63,65,61,37,64,61,47,32,44,57,52,72,4
68,41,68,74,64,50,61,55,66,58,41,10,10,14,8,14,47,55,27,46,49,53,21,57,53,59,24,56,64,41,49,10
64,53,60,63,57,57,36,33,48,23,35,8,11,12,9,7,56,85,61,27,55,36,62,58,36,49,63,30,68,74,42,2
54,70,52,43,39,67,33,33,41,34,33,16,8,16,12,9,69,59,67,43,45,28,68,46,28,66,71,28,69,87,32,2
70,43,70,68,59,57,44,53,58,59,41,5,6,6,8,11,48,61,38,48,57,44,37,58,44,53,52,41,71,59,49,0
68,75,67,71,74,74,56,68,75,67,65,14,10,14,8,15,44,58,65,70,73,65,62,75,65,75,60,60,65,75,64,2
73,68,78,71,84,73,69,78,81,71,69,9,8,14,12,7,76,83,69,80,82,77,53,86,77,81,58,63,73,63,83,0
77,63,68,67,48,45,67,34,42,24,25,14,14,13,13,13,52,81,47,22,33,45,57,44,45,57,61,31,80,73,33,5
65,52,70,66,73,77,63,65,72,72,60,6,6,15,16,7,46,33,33,69,54,74,25,68,74,75,37,65,67,75,71,10
71,73,71,66,63,55,63,59,62,48,54,16,14,12,13,10,50,63,61,53,59,53,59,63,53,59,60,52,76,69,54,5
55,65,55,58,59,50,45,48,51,34,39,10,11,10,11,9,59,65,53,37,55,34,59,64,34,56,68,36,54,80,49,1
65,48,60,42,70,59,48,70,68,65,55,8,16,9,8,7,56,51,23,62,55,72,18,68,72,63,22,57,55,50,72,0
78,71,79,49,71,48,60,59,72,60,36,10,16,14,15,12,55,50,33,66,54,55,33,58,55,73,35,49,81,69,47,7
69,73,71,54,55,54,44,45,47,61,35,12,12,13,13,15,68,90,40,56,37,61,43,51,61,62,33,60,69,78,43,0
90,28,78,60,56,51,31,49,63,63,30,11,8,8,15,8,49,70,23,61,33,64,15,49,64,64,15,55,94,60,54,11
65,40,62,52,55,56,40,36,56,57,41,10,7,6,11,9,55,65,17,45,33,51,19,44,51,56,26,44,73,65,45,10
83,80,88,76,71,65,68,56,73,52,29,8,6,8,14,6,61,85,76,45,63,67,63,78,67,59,78,39,91,75,60,9
67,55,66,63,61,53,48,30,58,33,48,13,11,9,16,12,55,66,59,36,56,41,60,61,41,49,56,46,64,73,48,9
39,69,49,34,44,63,25,38,35,32,37,11,15,10,14,10,66,68,63,43,48,43,63,50,43,50,64,13,33,85,56,1
83,66,78,89,70,63,74,60,69,53,39,13,11,7,14,16,40,76,66,50,59,57,68,72,57,58,71,47,78,59,53,6
62,61,46,49,49,55,56,29,47,36,40,14,7,10,9,12,67,77,65,42,55,33,64,63,33,52,62,38,61,76,36,1
54,73,51,53,55,63,37,37,48,21,33,6,7,12,7,12,74,82,68,12,67,14,70,58,14,13,73,12,67,85,30,1
73,74,74,84,80,81,86,81,78,63,82,8,12,15,10,13,74,71,80,75,74,73,81,81,73,84,79,63,68,64,76,5
63,68,77,68,83,79,74,80,82,64,76,11,13,7,5,9,71,71,52,75,81,70,46,80,70,76,47,70,66,76,83,13
85,61,70,79,67,56,57,44,68,57,42,12,13,14,7,15,33,62,32,58,48,53,30,59,53,61,31,46,90,68,51,10
82,40,74,67,64,56,58,52,72,63,50,12,16,10,6,10,44,38,28,56,58,63,24,68,63,56,32,44,85,62,53,6
30,57,61,64,57,51,66,47,50,38,25,16,16,7,8,16,65,60,68,30,57,52,69,58,52,44,69,23,29,64,62,5
74,66,71,70,69,54,62,60,66,57,68,7,13,13,15,8,60,73,68,62,68,49,61,75,49,64,59,52,69,66,73,4
56,56,49,62,56,56,30,26,52,50,39,11,9,6,7,9,48,56,69,53,59,54,52,63,54,49,55,30,59,70,58,1
71,70,67,68,60,68,58,50,60,12,30,9,6,11,12,12,68,70,66,48,56,32,68,58,32,59,72,49,77,60,32,1
68,65,56,49,70,62,22,38,48,30,27,11,6,7,13,14,76,68,53,28,48,60,72,62,60,52,70,28,64,70,40,1
83,60,77,79,76,70,62,57,77,77,36,10,6,13,12,16,71,81,39,67,61,79,33,69,79,74,27,66,82,73,68,13
72,64,69,58,48,55,44,35,54,38,42,14,10,13,6,12,49,64,68,34,35,53,71,37,53,35,69,36,70,71,42,5
86,83,65,65,75,68,78,60,76,53,60,13,15,7,14,16,69,74,67,69,74,65,74,72,65,80,76,66,87,70,68,9
77,71,72,79,64,72,57,61,58,42,62,7,15,12,14,7,65,85,64,53,63,48,61,68,48,55,62,42,62,78,62,1
67,47,79,60,75,79,55,55,65,82,54,13,15,10,15,15,80,82,41,72,63,83,33,69,83,75,27,77,65,64,43,13
64,50,62,69,53,49,34,30,49,30,38,10,7,5,6,15,46,59,43,36,59,46,32,54,46,52,47,30,54,59,50,4
70,63,75,76,79,68,68,62,80,66,61,14,8,15,13,12,49,42,35,67,74,66,35,78,66,67,43,65,73,58,74,4
67,36,79,80,68,60,58,47,65,53,58,13,7,12,12,9,49,53,27,36,67,52,44,68,52,54,45,46,65,31,67,0
68,78,68,53,71,74,43,37,69,26,33,10,9,15,14,8,67,71,69,57,56,38,64,61,38,70,62,27,78,82,51,2
69,59,74,85,69,67,62,69,67,45,69,6,7,13,15,13,49,71,66,69,66,66,62,67,66,69,62,49,62,60,67,10
67,70,70,83,72,67,52,68,67,48,49,13,9,13,11,12,45,50,72,63,67,52,67,73,52,70,51,32,75,51,68,2
77,88,78,86,70,63,78,58,74,44,47,6,11,6,9,11,38,73,70,63,68,64,67,69,64,84,67,57,76,49,54,9
71,45,67,70,62,60,66,54,59,56,58,11,12,11,12,8,43,49,49,58,64,57,48,62,57,55,52,52,65,57,54,6
72,54,72,65,72,69,51,50,65,75,49,9,7,10,6,14,67,69,32,70,59,76,25,65,76,72,19,70,69,66,62,13
80,53,71,82,67,64,64,58,68,50,44,15,10,15,10,15,49,73,47,45,52,54,42,63,54,63,50,38,77,67,55,10
72,49,73,58,60,55,59,59,56,27,55,12,15,15,8,7,59,75,60,31,54,44,59,58,44,51,61,35,66,73,47,1
71,33,69,71,63,50,63,50,72,50,39,8,9,10,8,13,54,44,62,45,63,53,55,65,53,59,68,55,68,41,68,6
68,63,72,63,69,64,66,60,70,45,64,12,14,6,11,15,65,59,66,50,73,56,64,71,56,53,65,46,72,68,65,11
77,43,73,74,67,66,68,60,68,60,63,16,11,11,10,10,48,76,51,55,55,62,54,67,62,67,59,57,74,58,50,10
85,30,85,80,70,56,69,67,71,62,67,7,7,13,15,12,49,79,16,57,56,60,17,58,60,60,20,54,87,56,63,11
76,52,62,69,58,56,40,40,61,61,32,9,7,9,10,8,67,71,14,54,37,64,20,49,64,58,20,48,77,54,45,13
67,58,72,59,71,63,63,54,71,62,68,7,11,11,10,9,66,74,24,70,64,63,23,70,63,73,27,69,66,74,57,13
79,71,79,75,73,63,74,62,72,40,52,11,13,6,10,12,53,71,68,66,58,61,56,68,61,76,67,47,84,65,47,9
76,35,81,69,60,49,47,48,63,53,27,7,10,13,14,7,42,54,12,52,45,48,26,53,48,63,22,53,77,49,52,6
77,64,71,67,61,37,66,41,67,47,44,14,6,6,7,10,59,63,61,45,43,41,53,55,41,61,51,43,76,66,40,6
66,80,57,67,52,63,45,40,51,36,26,15,13,12,15,6,74,82,64,40,50,37,66,58,37,63,56,28,67,83,50,9
65,41,68,66,64,60,51,59,61,47,58,9,15,15,11,6,44,42,33,42,59,55,39,71,55,62,44,52,68,56,61,0
71,33,61,61,66,68,29,49,68,72,29,14,6,15,7,12,69,58,17,65,47,69,19,64,69,65,20,57,67,68,56,13
69,73,76,62,73,75,65,65,71,64,58,14,8,7,15,6,66,57,63,67,74,71,60,76,71,65,43,64,67,63,79,4
60,62,61,59,67,54,48,53,57,69,56,15,15,9,6,9,52,62,25,70,26,63,26,59,63,68,31,61,63,65,52,7
85,70,64,67,63,62,53,47,62,64,39,13,9,7,10,14,44,68,64,46,49,55,58,60,55,59,60,33,80,77,46,10
50,68,34,38,60,69,53,33,39,23,52,14,12,13,13,13,79,63,67,35,52,41,71,58,41,34,67,14,48,79,43,1
69,62,84,81,62,48,64,58,60,34,35,11,11,16,14,7,43,76,72,61,59,56,67,57,56,69,65,27,72,56,47,9
67,33,90,84,56,54,41,44,57,66,37,13,7,12,14,6,58,70,12,55,48,50,23,59,50,61,22,44,64,37,55,13
60,60,71,69,89,85,85,85,79,76,84,10,10,11,13,7,54,32,85,90,93,79,63,90,79,87,69,82,52,74,88,2
49,81,57,46,73,78,68,69,65,47,60,15,6,9,12,14,83,86,77,53,72,45,83,70,45,64,82,38,65,84,60,1
49,71,67,67,55,47,68,30,50,29,33,12,6,12,14,8,73,70,72,35,30,46,69,67,46,32,65,30,51,61,30,9
72,52,73,71,68,60,63,54,65,48,45,12,10,11,10,12,55,65,41,45,60,63,34,70,63,57,35,52,74,56,66,6
73,66,64,60,66,66,30,62,64,68,56,9,8,6,7,15,66,65,50,75,22,67,29,59,67,79,23,69,79,71,66,13
83,40,84,90,71,74,71,74,79,70,80,8,14,13,6,15,41,58,29,70,67,77,32,71,77,77,31,68,90,63,66,7
81,50,70,90,59,65,46,56,69,73,42,8,10,14,10,10,70,82,28,69,45,64,32,61,64,73,31,55,73,46,66,13
67,79,46,40,52,68,34,33,45,21,29,15,11,11,11,10,77,71,76,26,50,25,78,57,25,40,76,36,71,83,31,1
62,76,59,50,71,65,27,37,69,76,36,13,12,10,10,14,81,61,23,68,60,63,26,67,63,80,30,76,55,75,51,13
54,68,42,54,53,59,33,29,45,26,29,7,11,16,10,12,64,60,61,21,32,24,64,49,24,40,62,31,54,81,29,1
79,41,71+1,69,78,70,61,71+1,76,80,56,15,10,12,7,12,78,72,40,73+2,56,81,42,75,81,76,41,74,82,70+1,58,0
75,71,71,64,53,65,71,34,62,35,39,7,11,12,9,14,66,63,66,46,62,50,63,61,50,62,66,53,74,73,35,5
44,66,57,50,52,59,56,42,53,22,27,10,9,14,13,15,65,70,63,46,50,44,64,53,44,56,64,30,52,74,51,1
86,59,90,74,70,69,69,65,71,62,45,6,12,12,16,14,53,64,26,63,53,65,24,65,65,65,30,63,91,38,65,7
53,52,58,62,44,40,44,25,42,36,28,13,9,6,14,7,62,50,58,48,50,25,60,52,25,46,61,27,62,66,31,1
62,64,37,61,31,50,24,24,22,25,27,14,7,11,5,13,46,74,62,19,31,23,65,32,23,42,63,30,60,58,27,1
56,70,63,63,67,67,50,63,64,63,69,11,9,10,13,12,54,70,35,66,64,68,54,66,68,72,56,67,59,71,68,4
85,44,83,65,67,62,65,55,73,67,55,14,15,7,10,14,55,53,25,57,43,66,22,59,66,65,18,57,83,65,63,6
42,47,49,54,45,48,30,29,40,53,27,14,11,15,6,6,66,69,25,51,22,54,23,48,54,55,20,41,44,65,43,7
69,42,77,74,65,61,62,55,67,60,34,13,11,15,15,14,59,65,22,51,41,62,18,61,62,71,15,57,64,63,47,6
75,68,71,68,75,61,55,53,67,33,47,16,8,16,16,8,58,73,65,48,66,36,72,75,36,65,72,56,63,64,59,9
89,66+7,90,90+2,79,74+1,59,68+4,82,79+3,57+5,12,8,14,14,12,72+3,90,20,62+2,55,80+2,24,67,80+2,77+3,15,69+4,89+1,71+3,65,13
65,26,57,64,60,41,33,45,55,60,40,10,11,8,12,10,64,65,15,51,38,54,18,48,54,61,20,52,63,58,44,11
64,68,80,80,62,52,65,52,62,22,25,16,8,12,10,15,58,78,65,23,57,65,65,64,65,39,57,41,74,76,56,9
50,69,64,56,59,67,39,39,47,29,39,8,13,6,12,9,74,69,68,41,61,27,76,71,27,56,73,30,61,75,43,9
61,55,58,63,52,41,49,35,51,43,40,6,6,10,7,11,52,63,43,42,56,51,33,56,51,55,49,39,62,51,51,4
85,58,78,91,64,52,66,50,67,31,46,12,7,9,11,9,37,74,65,37,51,34,65,65,34,45,70,27,77,48,36,9
69,58,71,70,55,44,59,34,55,32,18,6,13,12,8,12,51,61,58,19,49,44,56,54,44,36,59,14,67,60,42,9
64,72,71,63,60,52,43,64,59,61,57,15,10,8,6,10,59,65,36,66,33,59,23,58,59,79,21,62,63,72,54,13
87,65,82,81,81,77,78,77,82,50,80,7,13,13,10,7,64,64,78,67,68,71,74,75,71,73,77,58,86,67,60,5
81,47,74,71,64,70,56,61,63,72,56,8,15,13,12,16,59,58,32,64,35,70,29,47,70,70,12,55,79,61,59,11
67,47,78,74,75,68,60,66,65,57,65,11,11,10,11,9,46,45,55,58,76,67,53,83,67,59,47,58,65,42,75,2
69,62,63,56,70,66,70,70,69,53,61,10,14,6,9,16,61,65,67,67,58,65,65,68,65,74,68,44,72,69,66,5
75,84,71,75,76,79,47,66,77,50,51,9,8,12,15,16,66,64,69,66,79,66,74,84,66,84,74,69,75,78,67,4
85,67,86,85,61,65,56,56,58,61,53,7,13,15,8,14,62,72,63,43,43,67,63,63,67,41,64,53,76,72,65,10
68,54,56,58,48,36,51,29,48,22,27,13,8,12,6,9,58,55,62,25,27,44,57,46,44,22,55,25,63,64,39,9
71,53,67,62,59,60,54,35,60,31,33,9,12,15,10,13,47,62,54,32,52,48,58,59,48,33,60,32,71,55,54,9
71,81,45,57,65,69,28,39,50,35,32,7,7,9,14,6,75,67,67,62,55,34,77,59,34,75,73,37,61,81,44,1
75,50,80,69,88,80,72,85,85,80,72,9,10,7,5,9,74,70,30,82,64,80,26,80,80,82,30,79,78,72,78,0
71,51,55,86,65,50,61,34,63,31,33,13,15,12,6,10,48,62,53,41,26,42,69,29,42,55,60,30,67,41,41,8
83,60,63,49,55,46,61,52,62,45,48,6,7,8,8,8,28,43,49,48,35,53,29,51,53,51,32,42,87,57,46,9
72,78,69,75,67,59,34,61,65,69+2,41,12,8,9,7,14,70,82+6,29,63,36,64+1,21,66,64+1,70,23,60+2,76,82,60,10
69,81,78,77,77,68,75,48,75,56,73,9,8,9,14,15,56,67,77,46,74,54,71,73,54,72,66,58,68,71,73,4
62,62,64,59,67,66,60,56,63,72,64,12,13,10,16,10,71,85,39,68,60,73,37,68,73,73,12,68,62,80,56,6
84,65,55,55,69,79,56,59,73,74,67,8,20,11,20,19,77,84,32,76,47,73,28,63,73,84,24,76,81,87,58,3
66,56,58,56,49,49,29,33,43,25,31,12,6,14,9,13,57,67,64,26,36,27,53,40,27,42,61,31,66,60,34,1
79,48,82,71,61,45,55,46,73,58,38,9,16,10,15,10,44,57,42,41,58,68,30,54,68,71,28,42,80,57,63,6
54,33,74,66,67,70,58,42,63,74,46,11,9,13,9,10,75,74,24,63,45,74,26,57,74,68,21,62,57,83,58,13
71,28,75,79,61,49,60,54,65,57,41,11,16,10,9,12,50,56,16,56,56,49,20,61,49,55,21,49,72,58,51,0
60,70,53,64,56,45,44,41,51,28,40,10,12,10,12,13,54,56,41,40,65,52,40,68,52,56,50,39,56,67,50,10
51,81,70,49,61,70,46,55,22,36,64,9,6,13,9,6,71,72,78,25,58,33,82,61,33,25,70,21,54,80,59,1
89,65,78,78,72,70,70,55,69,62,65,8,14,12,14,13,62,59,63,67,63,76,65,65,76,81,59,46,89,77,66,6
80,55,78,59,65,54,68,73,72,50+2,70+17,13,16,14,7,12,44,54,21,52,51,60,19,63,60,64,44+26,61,76,61,59,6
67,66,58,57,65,61,42,54,63,64,53,7,15,15,16,9,68,74,27,65,57,62,19,61,62,73,27,64,70,75,62,13
58,60,62,45,58,60,37,39,53,44,41,10,14,6,9,8,60,63,60,49,63,44,64,60,44,46,64,40,55,84,45,1
65,34,67,65,67,66,67,40,68,69,45,13,6,7,13,9,58,62,16,50,41,61,11,58,61,55,11,32,68,54,53,7
69,43,63,76,67,54,59,49,69,56,41,14,12,12,15,10,51,48,23,55,49,56,21,59,56,62,28,54,68,43,53,6
74,56,73,81,68,63,67,61,59,35,25,9,5,7,10,15,40,48,54,49,58,44,59,61,44,58,63,57,85,58,37,5
90,58,84,83,69,49,64,64,68,57,50,15,7,16,14,9,41,76,23,59,58,55,28,62,55,65,21,49,87,42,51,11
